respid,fdate,qage,s1,s1a,s1com,s2,q1,q2,q3,q4,q5,q6,q7,d1,d2,d3,d4,d5,d7,d8,d9,d10,d11,d12,d13_1,d13_2,d13_3,d13_4,d13_5,d13_6,d14a,d14b,d14c,d15,sex,party_co,age,race,cong_dis,weight
127818,210626,78,75+, ,75+,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Very important,Strongly support,Extremely favorable,Male,75 + years,No,No,"Married,",Most of the time,Republican,Conservative,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"Less than $15,000",F,S,76,C,7,.995835
127837,210624,74,70-74, ,70-74,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,70-74 years,Yes,Yes,"Married,",Always,Independent,None of the above [DO NOT READ],"Post-graduate study, but with no degree","Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$50,000 to less than $60,000",M,E,74,B,6,.707
127842,210625,65,65-69, ,65-69,Yes,Not at all likely,Not very important,Somewhat important,Somewhat important,Somewhat important,Don't know or refused [DO NOT READ],Not very favorable,Male,65-69 years,No,Yes,"Married,",Always,Independent,Conservative,4-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,65,C,3,1.079787
127927,210626,75,75+, ,75+,Yes,Don't know or refused [DO NOT READ],Not at all important,Don't know or refused [DO NOT READ],Not at all important,Somewhat important,Strongly oppose,Not at all favorable,Female,75 + years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,75,C,7,1.063092
127997,210628,55,55-59, ,55-59,Yes,Not at all likely,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat support,Somewhat favorable,Male,55-59 years,No,Yes,"Married,",Always,Something else,Conservative,4-year college degree,Employed part-time,No,White/Caucasian, , , , , ,No,No,No,"$100,000 to less than $125,000",M,U,55, ,7,1.258484
128044,210624,70,70-74, ,70-74,Yes,Somewhat Likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,No,Yes,"Married,",Always,Democrat,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$15,000 to less than $25,000",F,E,70,B,3,.800151
128057,210623,53,50-54, ,50-54,Yes,Not at all likely,Not very important,Somewhat important,Not very important,Don't know or refused [DO NOT READ],Strongly oppose,Somewhat favorable,Female,50-54 years,No,No,"Not married, but living with your partner",Most of the time,Republican,Moderate,"0 to 12th grade, but with no diploma","Unemployed, but looking for work",No,Black/African American, , , , , ,No,No,No,"Less than $15,000",F,S,50,C,3,.922958
128061,210628,55,55-59, ,55-59,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,55-59 years,Yes,Yes,"Married,",Always,Something else,Moderate,4-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,Yes,No,No,"$75,000 to less than $100,000",M,S,53,C,5,.947932
128210,210626,78,75+, ,75+,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Female,75 + years,Yes,Yes,"Widowed,",Always,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,Yes,Yes,No,Don't know or refused [DO NOT READ],F,U,78,C,4,1.063092
128349,210624,68,65-69, ,65-69,Yes,Somewhat Likely,Very important,Extremely important,Extremely important,Very important,Strongly support,Very favorable,Female,65-69 years,No,Yes,"Widowed,",Always,Democrat,Moderate,Graduate or professional degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$100,000 to less than $125,000",F,E,68,B,2,.88157
128356,210627,60,60-64, ,60-64,Yes,Somewhat Likely,Very important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Female,60-64 years,No,Yes,"Married,",Always,Democrat,Liberal,4-year college degree,Employed full-time,No,Black/African American, , , , , ,No,No,No,"$35,000 to less than $50,000",F,U,56,H,4,.813436
128377,210628,55,55-59, ,55-59,Yes,Not at all likely,Somewhat important,Very important,Not very important,Not very important,Somewhat oppose,Not very favorable,Male,55-59 years,No,Yes,"Married,",Always,Independent,Conservative,2-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$100,000 to less than $125,000",M,S,55,C,4,1.258484
128400,210624,72,70-74, ,70-74,Yes,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Male,70-74 years,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],No,White/Caucasian, , , , , ,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],M,S,72,C,5,.938621
128454,210625,63,60-64, ,60-64,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Female,60-64 years,Yes,Yes,"Married,",Always,Don't know or refused [DO NOT READ],Moderate,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,Yes,No,No,"$35,000 to less than $50,000",F,S,63,C,5,1.079926
128540,210628,53,50-54, ,50-54,Yes,Not at all likely,Very important,Not at all important,Not very important,Extremely important,Somewhat support,Extremely favorable,Male,50-54 years,No,No,"Married,",Always,Republican,Conservative,4-year college degree,Self-employed full-time,No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,53,C,3,1.123384
128713,210624,67,65-69, ,65-69,Yes,Very Likely,Very important,Very important,Very important,Extremely important,Strongly support,Extremely favorable,Female,65-69 years,No,Yes,"Married,",Always,Democrat,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$25,000 to less than $35,000",M,E,71,B,5,.88157
128761,210624,74,70-74, ,70-74,Yes,Very Likely,Very important,Very important,Don't know or refused [DO NOT READ],Very important,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Female,70-74 years,No,Yes,"Married,",Always,Independent,Moderate,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"Less than $15,000",F,S,66,C,4,1.062288
128788,210624,67,65-69, ,65-69,Yes,Somewhat Likely,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Extremely important,Very important,Strongly support,Extremely favorable,Male,65-69 years,No,Yes,"Married,",Always,Republican,Conservative,Don't know or refused [DO NOT READ],"Retired and not working at all,",No,White/Caucasian, , , , , ,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],F,U,67,C,1,1.079787
128852,210623,53,50-54, ,50-54,Yes,Not at all likely,Don't know or refused [DO NOT READ],Very important,Very important,Extremely important,Strongly support,Very favorable,Female,50-54 years,No,Yes,"Married,",Always,Something else,Moderate,4-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$125,000 to less than $150,000",F,S,53,C,6,1.225328
128958,210630,54,50-54, ,50-54,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Somewhat favorable,Female,50-54 years,No,Yes,"Married,",Always,Independent,Moderate,4-year college degree,Self-employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",F,U,64, ,3,1.225328
128987,210624,85,75+, ,75+,Yes,Not very Likely,Somewhat important,Somewhat important,Extremely important,Very important,Somewhat support,Extremely favorable,Male,75 + years,Yes,Yes,"Married,",Always,Republican,Moderate,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,E,58,C,4,.995835
129001,210626,82,75+, ,75+,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Male,75 + years,No,Yes,"Married,",Most of the time,Independent,Conservative,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$75,000 to less than $100,000",F,U,80,C,3,.995835
129055,210630,64,60-64, ,60-64,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,60-64 years,No,No,Currently Single and never been married,Always,Republican,Conservative,"Post high school education, but with no degree",Not in the labor force for other reasons,No,Black/African American, , , , , ,No,No,No,"Less than $15,000",M,U,63,C,4,.960289
129073,210623,52,50-54, ,50-54,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Female,50-54 years,No,Yes,"Divorced,","Seldom,",Democrat,Liberal,Graduate or professional degree,Employed full-time,No,White/Caucasian, , , , , ,Yes,Yes,No,"$75,000 to less than $100,000",F,E,52,C,1,1.225328
129172,210628,999,Refused [DO NOT READ],50-54,50-54,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat support,Extremely favorable,Male,50-54 years,No,Yes,"Married,",Always,Democrat,Conservative,High school graduate or equivalent,Self-employed part-time,No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,U,56, ,2,.84617
129180,210629,54,50-54, ,50-54,Yes,Not at all likely,Very important,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Male,50-54 years,Yes,Yes,Currently Single and never been married,Most of the time,Republican,Conservative,"Post high school education, but with no degree",Not in the labor force for other reasons,No,White/Caucasian, , , , , ,No,No,No,"Less than $15,000",M,S,53,C,1,1.123384
129198,210624,58,55-59, ,55-59,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Somewhat favorable,Female,55-59 years,No,Yes,"Widowed,",Always,Democrat,Don't know or refused [DO NOT READ],2-year college degree,Employed full-time,No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,58,B,3,.966596
129317,210629,58,55-59, ,55-59,Yes,Not very Likely,Extremely important,Very important,Very important,Extremely important,Strongly support,Extremely favorable,Male,55-59 years,No,Yes,"Married,",Always,Democrat,Moderate,High school graduate or equivalent,Employed full-time,No,Black/African American, , , , , ,No,No,Yes,Don't know or refused [DO NOT READ],M,E,58,B,5,.947932
129341,210624,73,70-74, ,70-74,Yes,Not at all likely,Somewhat important,Not at all important,Not at all important,Somewhat important,Somewhat support,Somewhat favorable,Female,70-74 years,Yes,Yes,"Married,",Always,Something else,Conservative,4-year college degree,"Retired and not working at all,",No,Native American or Alaskan Native, , , , , ,No,No,No,"$75,000 to less than $100,000",M,S,74,C,2,.395434
129448,210623,53,50-54, ,50-54,Yes,Not very Likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,50-54 years,No,Yes,"Married,",Don't know or refused [DO NOT READ],Republican,Conservative,High school graduate or equivalent,Employed part-time,Yes,White/Caucasian, , , , , ,No,Yes,No,Don't know or refused [DO NOT READ],F,S,53,H,7,.456126
129453,210624,67,65-69, ,65-69,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,65-69 years,No,Yes,"Married,",Most of the time,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,67,C,2,1.170382
129486,210629,67,65-69, ,65-69,Yes,Very Likely,Extremely important,Somewhat important,Extremely important,Extremely important,Strongly support,Very favorable,Female,65-69 years,No,No,"Married,",Always,Democrat,Liberal,"Post high school education, but with no degree",Employed part-time,No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",F,U,66,C,7,1.170382
129540,210625,63,60-64, ,60-64,Yes,Very Likely,Extremely important,Extremely important,Very important,Extremely important,Strongly support,Very favorable,Female,60-64 years,No,Yes,"Married,",Most of the time,Republican,Conservative,High school graduate or equivalent,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$25,000 to less than $35,000",M,S,62,C,7,1.079926
129560,210629,51,50-54, ,50-54,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,50-54 years,No,Yes,"Married,",Most of the time,Democrat,Moderate,4-year college degree,Employed full-time,No,Black/African American, , , , , ,No,No,No,"$100,000 to less than $125,000",M,E,57,C,1,.922958
129586,210629,60,60-64, ,60-64,Yes,Not at all likely,Not at all important,Very important,Somewhat important,Very important,Somewhat oppose,Not at all favorable,Male,60-64 years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$60,000 to less than $75,000",M,E,59,C,5,1.27489
